timestamp_ms,aX,aY,aZ,gX,gY,gZ,label
262514,-0.661,-0.455,-1.08,0.644,1.458,0.626,aerobic
262703,4.532,24.112,13.585,-1.269,-1.697,-0.857,aerobic
262903,3.148,-4.214,0.433,-0.951,-1.6,-0.432,aerobic
263106,2.705,16.58,13.817,-2.651,-0.291,3.595,aerobic
263305,-2.385,3.381,1.53,2.176,1.466,-1.711,aerobic
263492,3.922,0.306,-1.856,-4.385,-3.041,-1.179,aerobic
263683,6.136,9.261,-4.81,2.403,1.166,-0.705,aerobic
263883,-1.398,-1.219,0.457,-2.317,-1.076,4.622,aerobic
264073,-3.012,28.082,27.064,-0.917,-1.468,-1.239,aerobic
264273,3.831,-0.982,-0.373,-0.344,-0.46,-0.881,aerobic
264462,12.091,33.162,24.031,2.105,2.143,0.598,aerobic
264694,-2.361,2.44,0.67,-0.386,1.204,-0.819,aerobic
264888,5.71,8.337,8.969,-3.415,-2.594,-0.385,aerobic
265090,2.411,-1.482,-1.748,1.15,0.205,-0.768,aerobic
265284,1.231,7.64,3.855,-2.457,0.707,3.587,aerobic
265482,-4.353,-1.7,0.51,2.279,1.842,-2.485,aerobic
265684,4.295,-4.058,-5.322,-3.7,-3.548,0.262,aerobic
265875,8.054,16.144,14.806,5.453,0.995,-2.29,aerobic
266183,-5.207,3.067,-2.327,1.387,0.754,-1.325,aerobic
266373,2.253,2.878,0.912,-4.951,-3.37,-0.202,aerobic
266563,3.553,0.208,-3.666,1.917,0.198,0.225,aerobic
266764,0.357,2.646,-1.616,-1.488,-0.205,2.228,aerobic
266954,0.735,9.68,14.53,8.731,3.845,-7.753,aerobic
267144,1.997,-1.453,-4.3,-1.112,-1.159,-0.367,aerobic
267339,9.871,27.936,22.81,3.558,0.061,-0.971,aerobic
267537,-0.558,-3.74,-3.153,1.767,1.847,0.937,aerobic
267723,-3.151,28.434,16.908,-1.279,-2.893,-1.825,aerobic
267920,2.993,-3.553,1.001,1.116,-0.076,-1.111,aerobic
268124,6.345,23.221,14.159,0.683,3.311,1.891,aerobic
268315,-1.865,1.245,0.354,-1.856,-0.739,0.314,aerobic
268508,4.403,16.245,11.629,-2,-1.878,-0.755,aerobic
268713,1.556,-4.044,-2.892,1.908,0.091,-0.985,aerobic
268902,2.138,9.625,6.661,-0.418,2.678,2.243,aerobic
269105,-6.108,0.637,1.034,3.144,2.203,-2.304,aerobic
269306,3,-1.803,-0.771,-3.562,-2.977,1.854,aerobic
269512,6.029,45.76,23.018,4.651,0.464,-1.781,aerobic
269702,-2.102,-3.266,-7.195,-0.732,0.728,1.858,aerobic
269893,-6.754,28.503,34.165,0.093,-1.749,-1.68,aerobic
270089,4.458,-2.851,0.134,0.828,0.105,-0.739,aerobic
270288,7.017,31.228,13.238,0.496,2.421,2.404,aerobic
270489,-0.967,-1.401,1.403,1.614,1.53,-0.224,aerobic
270688,3.809,14.42,11.959,-2.885,-2.622,-0.836,aerobic
270878,2.995,-3.405,-2.899,0.527,-0.35,-0.089,aerobic
271079,3.979,18.134,13.743,-0.943,0.37,4.356,aerobic
271278,-3.306,-1.092,-0.002,2.247,1.774,-1.593,aerobic
271468,3.419,2.516,0.464,-3.505,-2.965,-0.069,aerobic
271668,4.511,1.973,0.441,2.382,0.848,-0.717,aerobic
271872,-0.69,2.188,-0.481,-4.61,-0.044,5.246,aerobic
272062,-0.632,35.219,33.337,1.431,-0.287,-2.162,aerobic
272263,3.187,-0.496,0.034,0.928,0.327,-0.718,aerobic
272457,11.116,27.869,1.652,0.738,-0.39,0.005,aerobic
272767,-6.254,5.344,-4.046,0.606,1.246,-2.531,aerobic
272956,2.928,0.476,-1.089,-2.981,-3.26,0.48,aerobic
273148,5.389,11.916,3.436,2.735,1.271,-1.774,aerobic
273339,-2.464,1.932,1.539,-5.396,-0.935,5.402,aerobic
273541,1.137,37.984,25.695,8.731,3.911,-8.666,aerobic
273738,1.202,-1.152,0.512,0.597,-0.474,-1.151,aerobic
273943,5.763,31.548,11.696,0.283,0.179,-0.458,aerobic
274143,-0.919,-0.941,-3.27,1.959,2.027,0.317,aerobic
274340,4.867,18,14.346,-2.07,-1.777,-0.917,aerobic
274538,0.845,-3.345,4.403,-0.423,-1.404,-1.012,aerobic
274738,10.872,17.724,8.396,0.451,2.459,1.879,aerobic
274974,-3.553,3.235,1.86,-0.316,1.156,-0.04,aerobic
275365,2.89,-1.319,-1.942,3.344,1.999,0.44,aerobic
275600,-0.565,3.587,-0.699,-3.621,-0.127,4.3,aerobic
275793,3.998,15,19.585,6.001,1.807,-5.477,aerobic
275996,0.778,-2.227,-3.845,-1.747,-1.567,-0.539,aerobic
276199,14.293,31.292,32.233,8.731,5.715,-3.115,aerobic
276393,-3.443,-1.221,-5.686,-3.267,-2.024,4.782,aerobic
276582,-4.52,24.169,28.891,-0.786,-1.63,-1.273,aerobic
276779,1.475,-0.469,-4.853,0.252,-0.178,-1.017,aerobic
276972,11.073,30.524,31.761,8.731,2.961,-4.487,aerobic
277164,-4.456,0.096,-1.439,-1.689,-1.103,4.697,aerobic
277360,5.839,33.042,21.969,8.731,5.035,-8.731,aerobic
277557,2.557,-0.366,-1.547,-2.967,-2.437,0.277,aerobic
277758,3.299,3.84,3.108,1.518,0.903,-0.61,aerobic
277957,1.362,6.088,3.539,-0.112,1.305,1.635,aerobic
278149,-2.284,0.376,0.18,-0.851,1.82,-0.864,aerobic
278337,1.803,7.508,8.653,-2.627,-2.248,-0.599,aerobic
278525,0.692,-0.124,1.736,-0.204,-0.718,-0.229,aerobic
278729,4.221,15.184,10.906,0.368,0.685,0.5,aerobic
278919,0.879,3.917,1.279,-0.13,0.612,-0.352,aerobic
279107,6.412,11.408,9.749,0.08,-1.222,-0.722,aerobic
279307,1.58,5.813,4.774,-0.331,-0.68,-1.046,aerobic
279515,1.053,3.519,6.831,0.031,-0.295,-0.169,aerobic
279702,4.958,6.06,5.452,-0.678,-0.747,0.343,aerobic
279894,3.007,7.439,5.986,-0.046,-0.334,-0.25,aerobic
280083,3.764,8.248,5.444,-0.187,-0.938,-1.004,aerobic
280277,3.259,8.413,6.812,-1.028,-1.088,-1.389,aerobic
280466,1.046,6.907,6.574,-0.675,-1.124,-1.61,aerobic
280662,0.656,7.621,6.766,-0.421,-0.898,-0.969,aerobic
280847,1.36,5.705,7.178,-0.426,-0.637,0.121,aerobic
281037,2.461,6.651,8.246,-0.327,-0.75,-0.079,aerobic
281222,3.381,6.881,6.088,-0.667,-0.594,-0.24,aerobic
281412,5.49,6.883,5.847,0.228,0.025,-0.125,aerobic
281613,3.814,6.359,4.477,0.159,-0.131,-0.18,aerobic
281807,4.812,7.42,6.017,0.201,-0.34,-0.445,aerobic
282001,4.226,9.486,7.975,-0.832,-0.181,-0.053,aerobic
282195,2.672,6.433,7.736,0.006,-0.201,-0.483,aerobic
282382,3.227,6.132,4.748,0.78,0.901,0.113,aerobic
282574,4.752,7.934,6.223,0.101,1.425,2.167,aerobic
282774,4.839,8.116,2.315,1.177,2.46,1.67,aerobic
41182,-2.459,7.52,5.82,-0.055,0.211,0.281,tempo
41377,-2.289,7.748,5.569,-0.206,0.444,0.541,tempo
41571,-2.133,7.903,5.526,-0.213,0.435,0.507,tempo
41773,-1.815,7.875,5.947,-0.267,0.231,0.335,tempo
41971,-1.779,7.779,5.739,0,0.009,0.008,tempo
80702,4.446,-0.172,0.611,0.829,0.538,-0.392,tempo
80888,-2.71,5.059,1.932,-3.782,0.394,2.548,tempo
81074,-12.155,6.218,-0.919,1.575,0.377,-1.421,tempo
81268,3.455,-1.056,1.111,-0.273,-2.321,-0.82,tempo
81453,-10.92,23.729,13.096,1.855,0.977,0.508,tempo
81653,-0.072,-1.257,-0.579,-1.853,1.392,-0.16,tempo
81851,-17.851,18.517,13.362,0.278,-3.25,-1.14,tempo
82047,5.167,-1.255,-1.626,0.884,0.733,-0.773,tempo
82234,-7.539,12.579,7.805,-2.726,-0.184,2.909,tempo
82424,-4.726,-1.623,-3.546,-0.668,0.031,-0.389,tempo
82626,3.869,1.317,2.485,0.798,-0.665,-0.785,tempo
82824,-15.953,25.651,14.801,1.007,0.698,0.479,tempo
83027,-0.268,-1.293,-0.146,-1.166,1.022,0.274,tempo
83217,-6.637,15.866,8.916,-0.069,-2.75,-0.49,tempo
83419,4.405,-0.036,-0.675,0.35,1.093,-0.091,tempo
83623,-1.875,2.978,0.397,-3.608,0.889,2.722,tempo
83818,-18.474,18.203,16.319,5.286,2.249,-3.375,tempo
84020,5.085,1.178,2.15,0.325,-1.13,-0.088,tempo
84225,-12.033,19.762,16.02,-1.687,0.729,2.487,tempo
84418,-0.045,-6.132,-5.303,-1.424,0.535,1.365,tempo
84609,4.041,4.142,-2.236,-0.509,-1.076,-0.59,tempo
84809,-5.341,20.384,4.298,3.176,1.517,-0.992,tempo
85008,3.819,0.283,-1.032,-0.552,1.05,-0.622,tempo
85208,-17.545,16.142,12.088,0.976,-3.498,-1.135,tempo
85399,5.356,-1.458,-2.758,0.126,0.033,0.307,tempo
85600,-5.535,6.134,2.248,-4.472,-0.058,3.3,tempo
85798,-7.843,-0.17,-3.426,0.865,0.42,-1.359,tempo
85994,4.125,4.666,9.021,1.476,-0.811,-1.571,tempo
86188,-23.719,29.283,25.335,0.133,1.75,1.335,tempo
86392,-2.382,-0.903,-1.705,-1.512,0.476,1.173,tempo
86587,-0.232,9.203,4.221,-1.721,-2.497,0.088,tempo
86784,4.142,0.488,-0.048,1.831,1.516,-0.594,tempo
86974,1.896,-3.922,-4.302,-3.555,-0.278,2.749,tempo
87167,-25.189,12.675,23.87,8.731,5.955,-7.454,tempo
87358,6.203,1.24,3.824,0.628,-0.557,-0.617,tempo
87560,-14.404,16.891,15.704,-1.175,-0.29,2.453,tempo
87754,-0.757,-6.488,-1.413,1.22,0.295,-0.24,tempo
87957,6.22,2.155,0.314,-1.502,-1.201,-0.196,tempo
88148,-10.527,27.349,9.977,4.499,2.708,-0.409,tempo
88344,0.453,-4.575,0.242,0.466,2.759,0.138,tempo
88548,-27.909,18.797,14.571,-0.49,-4.454,-0.711,tempo
88749,4.606,0.263,0.014,0.41,0.847,0.124,tempo
88948,-1.235,0.996,-0.18,-4.953,0.35,2.244,tempo
89143,-11.926,5.464,-2.112,3.251,2.739,-2.937,tempo
89344,4.106,4.288,11.219,1.483,-0.463,-0.628,tempo
89543,-16.393,22.278,14.492,-1.216,0.243,2.331,tempo
89743,-1.111,-0.074,0.093,-0.997,0.709,0.416,tempo
89944,0.117,4.259,1.7,-2.411,-1.237,-0.092,tempo
90144,-3.512,7.312,4.63,1.184,1.093,-0.232,tempo
90345,-0.115,0.371,-0.994,-1.237,0.691,1.882,tempo
90729,4.695,-0.244,1.331,0.306,-1.63,0.028,tempo
90963,-3.735,6.924,7.298,-4.376,-0.812,3.396,tempo
91160,-5.313,-2.291,-3.831,0.382,0.179,-0.463,tempo
91362,2.794,-1.599,-0.223,-0.525,-0.832,-0.204,tempo
91559,-18.878,24.21,14.265,1.12,0.8,-0.006,tempo
91763,0.682,0.034,-0.431,0.167,1.263,-1.964,tempo
91969,-3.316,5.657,2.952,0.004,-2.252,-0.445,tempo
92164,4.314,-0.196,-0.242,1.169,1.806,-0.182,tempo
92363,2.131,-2.097,-2.988,-3.722,-0.073,3.551,tempo
92558,-31.845,21.239,19.465,-0.429,-1.447,-0.381,tempo
92751,4.559,1.302,3.287,0.193,-1.252,-0.159,tempo
92952,-16.01,23.762,14.497,-0.612,-1.505,1.794,tempo
93147,2.356,-1.125,-1.307,-0.351,1.032,0.295,tempo
93347,0.781,4.676,2.045,-0.311,-1.368,-0.311,tempo
93548,-6.721,9.364,2.126,0.68,1.034,-0.727,tempo
93733,4.125,-2.552,-1.788,-1.458,0.642,2.102,tempo
93927,-34.16,22.74,22.8,0.354,-1.686,-0.282,tempo
94117,4.415,1.755,3.349,0.686,-0.863,0.188,tempo
94321,-13.221,21.196,16.051,-0.222,-0.49,1.861,tempo
94519,-0.91,-3.917,-3.273,0.456,1.113,-0.368,tempo
94720,2.655,0.208,0.51,0.234,-1.064,-0.743,tempo
94921,-9.512,19.237,5.291,2.636,1.43,-1.002,tempo
95121,-0.304,-4.508,-3.122,-1.983,0.62,1.54,tempo
95319,-24.368,16.532,20.595,0.023,-2.51,-0.413,tempo
95526,4.673,2.191,0.045,-0.217,0.216,-0.196,tempo
95718,-12.874,14.171,13.044,-2.026,-0.784,1.862,tempo
95918,-0.441,-2.325,0.445,1.349,0.453,-1.32,tempo
96124,3.898,1.269,0.852,0.185,-0.971,-0.892,tempo
96324,-18.66,19.838,10.836,1.657,1.006,-0.126,tempo
96524,0.05,-0.68,0.871,0.117,1.857,-1.235,tempo
96724,-12.368,11.995,7.75,-0.085,-3.086,-0.426,tempo
96923,4.843,-0.529,-0.687,0.273,0.798,0.244,tempo
97123,-3.079,3.189,1.288,-5.068,-0.971,2.944,tempo
97327,-21.804,11.612,5.327,4.332,3.704,-4.586,tempo
97525,2.442,1.724,5.025,0.662,-0.317,-1.144,tempo
97723,-19.891,26.631,21.888,-1.009,0.762,0.895,tempo
97931,1.267,1.894,-0.433,0.21,2.064,-1.717,tempo
98128,-6.486,4.094,1.197,0.425,-2.823,-0.253,tempo
98331,-0.879,1.839,0.611,1.588,1.676,-0.649,tempo
98534,2.021,-0.364,-2.047,-1.672,-0.178,3.174,tempo
98745,-24.378,16.668,26.334,-0.533,-0.993,-0.619,tempo
98943,4.142,-0.369,-4.106,-0.412,-1.201,0.288,tempo
99145,-6.203,7.341,7.872,-3.039,-1.55,2.046,tempo
99343,-7.755,1.324,-1.798,0.912,1.162,-0.935,tempo
99544,4.31,0.134,1.437,-1.594,-0.866,-0.061,tempo
99750,-20.186,21.265,20.815,-0.051,0.535,0.635,tempo
99948,-0.378,-0.883,-0.955,-1.008,1.569,1.455,tempo
100148,-2.557,6.16,4.611,-0.101,-2.963,-0.859,tempo
100339,-6.46,10.532,2.435,1.356,0.501,-0.392,tempo
100541,1.484,-1.805,-3.089,-1.907,0.777,2.01,tempo
100743,-13.396,9.589,15.689,0.529,-1.438,-0.585,tempo
100943,0.105,1.037,-1.844,0.639,1.215,0.161,tempo
101142,-2.617,2.454,3.598,-3.354,0.176,1.403,tempo
101349,-20.197,7.439,15.079,2.632,-0.264,-1.257,tempo
101548,3.201,-1.113,2.057,0.274,0.597,0.675,tempo
101748,-12.016,15.598,13.539,-1.439,-0.807,1.464,tempo
101952,-2.907,1.403,-1.113,0.925,1.461,-1.446,tempo
102147,-2.897,3.891,1.772,1.159,-1.022,-1.353,tempo
102347,-7.597,11.681,7.135,0.566,2.118,1.411,tempo
102544,-0.409,2.073,-1.956,-0.996,0.888,0.428,tempo
102743,-14.272,12.129,11.542,1.191,-3.374,-1.065,tempo
102944,3.481,1.274,-2.904,4.113,1.127,-0.354,tempo
103142,-0.711,3.584,0.204,-1.672,-0.849,1.442,tempo
103337,-11.571,8.935,15.048,-0.718,0.812,-0.938,tempo
103544,2.916,4.075,-0.864,2.283,-1.112,-0.03,tempo
103759,-5.224,7.274,12,-2.149,-0.281,2.129,tempo
103962,-8.305,-1.772,-0.912,0.875,1.842,-0.486,tempo
104160,4.391,2.789,4.831,-2.088,0.15,1.075,tempo
104358,-15.397,21.876,18.407,1.591,0.179,-0.284,tempo
104563,0.184,1.683,2.279,-0.594,2.183,0.804,tempo
104762,-4.762,7.843,8.033,-0.115,-2.562,-0.448,tempo
104962,-1.111,5.409,1.52,1.17,0.461,-0.4,tempo
105171,2.796,-0.534,-2.425,-2.874,0.088,1.135,tempo
105371,-32.602,12.519,14.408,-0.166,-1.043,-0.593,tempo
105763,-9.261,9.68,14.71,-1.33,-0.785,1.377,tempo
106006,-19.474,12.637,6.711,2.726,4.963,-2.492,tempo
106315,-5.212,7.101,0.405,2.056,0.968,-0.429,tempo
106688,-22.13,14.518,22.46,6.344,2.948,-3.803,tempo
106889,4.547,0.045,2.205,1.807,-1.355,-0.612,tempo
107089,-11.42,16.704,16.202,-1.446,0.427,2.009,tempo
107287,0.723,-4.736,-2.365,1.245,1.549,-0.847,tempo
107595,3.462,-0.706,0.182,0.33,0.004,0.142,tempo
107791,-4.496,6.45,7.07,-1.855,-0.491,1.162,tempo
108100,-8.028,9.481,7.216,-0.165,-1.706,-0.265,tempo
108368,-11.983,25.678,18.141,5.97,0.762,-2.878,tempo
108572,-0.591,-3.56,-0.553,-1.868,2.121,-0.259,tempo
108881,3.407,1.365,2.018,-0.95,-0.835,-0.116,tempo
109071,-15.483,27.349,19.139,-0.037,0.818,0.549,tempo
109373,-17.025,10.048,29.849,4.499,4.058,-3.392,tempo
109567,4.044,-0.113,0.852,0.551,-0.676,-0.85,tempo
109772,-11.231,22.06,16.769,-0.949,2.134,2.071,tempo
110018,-9.924,1.544,-3.275,1.275,1.266,-1.295,tempo
110216,5.308,-1.032,-1.027,-1.435,-1.084,0.186,tempo
110469,-11.502,16.525,14.334,-1.421,-0.216,1.782,tempo
110670,-0.776,-1.104,-0.613,0.448,1.478,-1.475,tempo
110973,4.707,-1.456,-0.785,0.888,-0.703,-0.227,tempo
111282,0.412,-1.705,4.432,1.514,2.146,-2.024,tempo
111486,-10.827,11.993,4.288,0.356,-2.173,-0.318,tempo
111774,-18.222,23.743,23.039,1.395,-0.139,-0.141,tempo
112083,-14.894,9.574,13.975,4.885,3.705,-4.162,tempo
112394,1.128,4.551,0.366,1.235,2.061,-0.935,tempo
112592,-0.132,-2.449,-2.77,-2.624,-0.493,2.062,tempo
112787,-32.576,21.414,24.505,2.521,-1.085,-1.964,tempo
112986,4.458,-0.429,1.384,1.329,-0.815,-0.185,tempo
113188,-8.459,12.632,14.238,-2.363,-0.617,1.446,tempo
113497,-11.401,14.439,8.176,-0.358,-2.955,-0.668,tempo
113833,-13.704,19.64,14.811,-1.067,-0.552,1.852,tempo
114047,1.341,-2.631,-3.728,-0.923,1.376,-0.015,tempo
114332,5.502,-1.243,-0.503,0.078,-0.657,0.13,tempo
114531,-6.867,11.028,8.667,-2.163,-1.191,0.764,tempo
114813,-23.798,20.02,20.739,-1.041,-2.68,-0.255,tempo
115009,3.656,-1.087,0.081,0.535,-0.031,-0.001,tempo
115295,0.256,-3.843,-3.936,-0.161,1.656,-0.17,tempo
115570,3.333,-0.431,4.029,-2.123,-1.451,0.003,tempo
115773,-12.869,20.911,17.176,2.749,1.225,-0.462,tempo
116082,-13.764,1.286,-2.138,3.441,4.208,-2.778,tempo
116395,0.393,3.527,2.555,2.312,1.575,-1.726,tempo
116593,0.776,-2.116,-1.58,-3.291,0.272,3.254,tempo
116894,3.287,0.814,1.705,-2.579,-1.404,0.35,tempo
117202,-2.641,8.631,5.574,-1.56,-0.903,1.658,tempo
117392,-5.315,-2.679,-1.149,2.123,0.999,-1.965,tempo
117691,0.826,0.306,0.833,2.036,1.048,-1.181,tempo
117886,1.245,2.646,0.117,-2.944,0.146,3.099,tempo
118171,-2.581,6.826,7.417,-0.601,-1.834,-0.621,tempo
118367,-0.702,2.55,3.457,1.948,0.056,-2.232,tempo
118648,-3.361,-2.851,-1.915,-0.287,1.636,1.162,tempo
118957,2.842,0.029,-1.903,0.948,0.022,-0.616,tempo
119157,-2.222,7.032,3.469,-2.263,-1.105,1.257,tempo
119455,-8.291,8.744,9.85,-0.489,-1.707,-0.956,tempo
119764,-10.779,15.924,12.51,-2.692,-0.314,2.149,tempo
119953,-2.286,-1.59,-0.587,0.5,1.077,0.361,tempo
120251,4.439,-1.123,-2.38,1.574,-0.694,-0.454,tempo
120446,-4.508,6.244,9.5,-4.252,-1.175,2.753,tempo
120889,3.783,-1.257,1.154,0.864,-1.648,-0.362,tempo
121178,1.365,-1.697,-7.491,-2.191,-0.196,5.17,tempo
121379,-24.162,11.983,17.542,-1.081,-2.315,-0.919,tempo
121628,0.508,3.484,3.709,2.397,0.833,-1.179,tempo
121851,0.206,-1.18,-1.492,-1.906,0.448,1.815,tempo
122046,-13.537,11.341,6.199,-1.194,-2.309,-0.531,tempo
122247,2.377,1.314,-1.056,1.282,-0.342,-0.461,tempo
122436,-7.944,11.092,12.225,-1.551,0.257,2.05,tempo
122641,-6.215,-1.135,2.155,1.86,1.467,-1.454,tempo
122843,5.777,1.884,-1.98,-2.556,-2.166,-0.407,tempo
123033,-13.51,25.651,20.083,4.646,1.018,-1.756,tempo
123225,-1.829,-2.921,-4.353,-1.957,1.788,2.74,tempo
123451,-7.573,8.914,8.564,0.406,-1.988,-0.828,tempo
123760,-14.092,23.906,14.722,-2.088,0.877,2.231,tempo
124074,-36.373,10.604,20.126,-0.191,-2.213,-0.543,tempo
124347,1.8,0.84,0.254,0.652,0.356,0.1,tempo
124549,-0.74,3.742,1.779,-3.145,-0.277,2.382,tempo
124748,-27.557,27.208,24.727,6.121,0.684,-2.838,tempo
124946,1.3,-0.259,2.164,1.519,-0.979,-0.833,tempo
125211,-5.986,12.749,6.929,-1.604,-0.018,1.177,tempo
125520,-6.515,9.191,9.014,-0.079,-2.196,-0.816,tempo
125725,0.898,-0.436,-1.197,1.587,0.604,-0.755,tempo
125925,-4.86,8.988,4.762,-2.405,0.124,1.642,tempo
126169,-37.555,23.396,17.997,0.392,-1.88,-0.717,tempo
126365,1.46,-0.948,3.417,0.736,-0.931,-0.171,tempo
126550,-6.922,21.804,11.832,-1.406,0.567,1.991,tempo
126746,-2.344,-3.584,-0.484,-0.312,2.255,-0.718,tempo
126946,-9.048,9.23,9.349,0.264,-1.727,-0.923,tempo
127255,-15.036,23.233,18.79,0.632,0.433,0.302,tempo
127471,-0.014,-3.587,-2.456,-0.304,1.751,0.236,tempo
127771,5.533,1.705,2.77,-1.776,-1.463,-0.11,tempo
128079,-3.709,8.485,11.159,-0.217,-0.001,0.521,tempo
128270,-4.341,-0.199,1.25,1.208,0.29,0.341,tempo
128466,-0.771,4.073,8.904,0.161,-1.292,-1.125,tempo
128728,-7.168,12.536,13.266,0.125,0.401,0.792,tempo
128928,-1.085,1.798,0.713,-1.127,1.921,0.428,tempo
129215,-4.745,6.558,8.21,-0.175,-0.143,-0.33,tempo
129418,-4.76,4.252,8.255,0.783,0.125,-0.452,tempo
129691,-4.345,5.957,7.63,-0.653,0.56,0.784,tempo
129885,-3.476,4.106,7.116,-0.275,0.652,-0.148,tempo
130084,-9.491,5.435,10.408,-0.064,-0.888,-0.487,tempo
130336,-0.443,3.136,5.634,0.962,0.325,-0.437,tempo
130646,-7.317,9.445,8.138,-0.855,0.716,0.992,tempo
214798,0.297,-1.999,-4.86,0.2,-0.132,0.056,tempo
215111,3.486,-0.821,-4.29,0.44,-0.314,-0.599,tempo
215308,-6.857,8.581,9.821,-1.354,-1.369,1.463,tempo
215608,-13.379,15.625,15.27,-0.272,-3.545,-1.419,tempo
215917,-16.838,24.007,19.817,-0.309,0.325,0.836,tempo
216227,-15.198,5.844,13.781,5.903,3.641,-3.638,tempo
216547,2.878,-0.637,1.053,2.602,1.151,-0.299,tempo
216749,0.055,-1.834,-3.062,-2.466,2.474,3.507,tempo
216942,-26.197,20.152,28.639,2.33,1.615,-2.884,tempo
217143,3.321,-1.355,8.097,1.479,0.792,-0.002,tempo
217342,-10.36,21.61,22.412,-1.711,0.16,1.58,tempo
217651,-28.182,21.232,15.356,0.181,-2.028,-1.655,tempo
217885,2.895,-0.323,-2.428,0.57,-0.47,-0.37,tempo
218088,-7.154,7.7,7.499,-2.813,-1.736,2.253,tempo
218328,-19.587,4.432,21.009,6.768,4.338,-5.452,tempo
218521,3.179,1.269,1.111,0.437,-0.624,-0.794,tempo
218808,-5.605,5.054,2.102,-3.888,-1.798,2.82,tempo
219009,-7.53,4.81,-8.217,-1.215,1.133,-0.292,tempo
219288,5.739,-3.409,-5.847,1.44,-0.006,0.013,tempo
219487,-4.566,11.214,11.145,-2.603,-1.35,1.568,tempo
219743,-32.793,22.829,16.838,-1.124,-1.913,-0.391,tempo
220052,1.755,2.535,5.215,4.186,0.982,-2.512,tempo
220265,1.815,-6.366,-0.01,-1.305,0.835,3.168,tempo
220472,-21.766,19.36,26.626,2.625,0.914,-2.176,tempo
220681,3.421,-2.885,1.805,-0.562,-1.407,-0.23,tempo
220887,-6.05,10.862,13.611,-3.087,-1.957,2.125,tempo
221076,0.864,-2.653,0.189,-1.614,0.043,0.936,tempo
221277,2.016,1.899,3.598,-1.613,-1.864,-0.535,tempo
221481,-6.694,12.428,5.248,2.83,2.794,-0.096,tempo
221682,2.21,-1.97,0.115,-2.109,-0.289,3.253,tempo
221880,-34.927,10.001,7.707,-3.171,-3.92,-0.444,tempo
222082,2.849,0.158,4.343,-0.089,-1.282,0.393,tempo
222287,-6.043,15.323,18.696,-1.242,0.266,2.433,tempo
222484,-3.804,-0.97,-1.884,0.874,1.099,-0.841,tempo
222683,3.112,1.36,5.514,-2.406,-2.011,0.281,tempo
222902,-9.74,24.251,14.147,3.493,2.137,-0.32,tempo
223101,-0.034,-2.626,-2.782,-1.529,0.949,1.866,tempo
223303,-16.961,13.23,16.544,-0.186,-1.806,-1.1,tempo
223501,3.349,-1.618,-1.068,0.112,-0.705,0.726,tempo
223706,-7.41,12.146,13.161,-2.065,-0.373,1.87,tempo
223904,-1.041,-4.384,-3.294,1.39,-0.849,-0.572,tempo
224102,5.308,0.824,0.929,-1.944,-2.89,-1.226,tempo
224408,-8.444,9.785,17.169,-1.97,0.216,1.922,tempo
224717,-37.326,15.258,10.822,-4.529,-2.534,2.045,tempo
225011,-1.616,1.147,2.732,4.077,0.471,-0.806,tempo
225198,-2.945,5.459,-1.35,-2.789,-0.477,3.388,tempo
225403,-29.137,6.06,17.679,7.196,5.149,-5.253,tempo
225600,0.086,2.861,-3.117,0.311,0.397,-0.958,tempo
225849,-11.444,12.529,17.097,-0.744,2.322,2.158,tempo
226056,-3.333,-0.979,0.218,0.179,2.24,-1.313,tempo
226328,5.437,0.419,-0.819,-0.671,-2.175,-1.164,tempo
226637,-6.649,9.632,16,-1.528,-0.07,2.256,tempo
226832,-0.67,-1.978,-1.602,-1.973,4.199,-0.546,tempo
227127,3.218,-1.609,0.591,-0.321,-0.353,-0.473,tempo
227344,-10.408,14.023,18.198,-0.098,0.011,1.388,tempo
227535,0.666,-1.879,2.229,1.129,2.178,-1.742,tempo
227731,-11.083,6.237,14.7,1.925,-0.985,-1.356,tempo
227927,3.122,-1.367,-2.875,0.612,-0.043,-0.229,tempo
228322,-0.278,-1.046,2.433,-0.563,-0.251,-0.214,tempo
228560,4.365,-6.012,-5.99,-1.496,-2.829,0.243,tempo
228765,-17.703,17.387,26.705,-1.163,-3.285,1.024,tempo
228970,0.311,-3.014,-3.417,-1.607,-0.493,0.933,tempo
229170,-9.388,8.339,14.945,0.788,-0.182,-1.204,tempo
229362,2.492,0.869,-1.001,0.695,-0.14,-0.05,tempo
229561,-9.182,11.693,14.523,-0.529,0.522,0.76,tempo
229765,1.82,-2.861,7.207,0.4,1.495,-0.329,tempo
229963,-1.901,9.668,5.626,-2.106,-1.924,-0.405,tempo
230164,-3.634,13.202,3.34,2.979,2.535,0.834,tempo
230362,1.827,-1.173,-2.437,-2.956,0.175,2.773,tempo
230568,-25.096,24.069,26.978,3.482,-0.703,-3.28,tempo
230762,3.364,-0.898,5.758,0.945,-0.577,-0.195,tempo
230967,-13.467,20.858,13.599,-2.112,-0.699,1.536,tempo
231155,1.343,2.799,3.898,-0.366,0.018,-0.397,tempo
231357,-7.858,12.016,9.922,-1.654,-0.381,0.36,tempo
231556,5.045,3.795,0.85,2.509,1.92,-0.779,tempo
231755,-1.329,-0.134,-2.014,-3.029,0.066,2.991,tempo
231956,-22.924,18.701,20.909,2.171,0.953,-3.042,tempo
232170,5.514,-2.253,6.665,-0.132,0.384,0.693,tempo
